sample_id,timestamp,orp_mV,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
606,2026-01-03 02:25:00,276.35,448.8,278.3,7.51,25.12,7.76,6.11,Normal
2078,2026-01-08 05:05:00,859.16,1.55,3.85,391.22,16.63,5.28,0.78,Severe
1475,2026-01-06 02:50:00,20.54,18.48,15.34,105.36,33.03,9.33,10.65,Warning
573,2026-01-02 23:40:00,258.65,131.82,62.93,8.96,26.06,6.91,8.91,Normal
1746,2026-01-07 01:25:00,35.97,1002.79,568.39,66.0,33.03,9.34,2.08,Warning
1828,2026-01-07 08:15:00,758.13,8.18,0.0,174.03,34.73,10.39,1.27,Severe
1377,2026-01-05 18:40:00,587.71,13.5,10.81,74.23,21.87,5.56,10.54,Warning
1890,2026-01-07 13:25:00,682.29,2616.82,1546.97,375.23,37.25,4.77,0.79,Severe
1454,2026-01-06 01:05:00,-3.54,19.44,14.23,65.9,32.25,5.55,11.55,Warning
1967,2026-01-07 19:50:00,701.29,4.26,0.0,436.68,18.31,9.62,15.33,Severe
1135,2026-01-04 22:30:00,106.02,735.82,408.66,42.01,31.66,6.18,4.49,Caution
839,2026-01-03 21:50:00,69.68,802.92,420.29,44.55,24.98,6.1,9.22,Caution
1543,2026-01-06 08:30:00,625.48,16.51,11.75,109.83,32.29,5.86,2.57,Warning
1587,2026-01-06 12:10:00,34.97,1367.17,847.55,149.03,21.38,9.33,10.93,Warning
1431,2026-01-05 23:10:00,-42.32,1737.55,860.82,64.72,21.69,5.75,11.36,Warning
1455,2026-01-06 01:10:00,-24.73,10.89,0.45,102.5,33.3,5.69,3.28,Warning
366,2026-01-02 06:25:00,267.95,194.71,97.73,3.06,29.41,7.63,7.67,Normal
1461,2026-01-06 01:40:00,-10.01,17.21,17.99,51.06,22.53,9.22,3.19,Warning
1171,2026-01-05 01:30:00,451.93,854.7,447.96,49.62,31.22,8.86,4.9,Caution
2125,2026-01-08 09:00:00,-89.75,4302.96,2394.92,550.45,19.02,4.59,0.89,Severe
1002,2026-01-04 11:25:00,79.51,35.03,18.66,33.24,31.45,6.35,4.45,Caution
584,2026-01-03 00:35:00,399.23,206.54,116.88,7.85,28.8,6.59,7.95,Normal
695,2026-01-03 09:50:00,419.83,998.38,472.46,27.46,31.97,8.78,9.1,Caution
1986,2026-01-07 21:25:00,-113.81,2263.51,1371.28,519.48,34.84,10.48,0.75,Severe
1287,2026-01-05 11:10:00,408.28,45.35,27.5,41.5,23.88,8.76,9.44,Caution
842,2026-01-03 22:05:00,106.24,21.64,7.23,33.01,31.65,8.53,9.55,Caution
1555,2026-01-06 09:30:00,544.92,1085.8,521.67,126.64,20.83,9.16,10.91,Warning
766,2026-01-03 15:45:00,455.6,45.66,37.76,31.24,31.48,8.86,4.72,Caution
1960,2026-01-07 19:15:00,713.07,2304.17,1365.21,415.39,37.3,5.26,15.95,Severe
1836,2026-01-07 08:55:00,-63.39,9.92,11.48,205.08,15.4,4.96,1.67,Severe
319,2026-01-02 02:30:00,215.6,258.67,153.11,1.74,28.46,7.07,5.1,Normal
915,2026-01-04 04:10:00,136.61,746.04,469.23,27.09,31.13,6.18,9.0,Caution
1889,2026-01-07 13:20:00,-152.96,9.16,3.84,302.94,19.12,4.95,15.46,Severe
788,2026-01-03 17:35:00,412.32,41.65,28.55,38.92,30.91,8.95,9.28,Caution
1626,2026-01-06 15:25:00,513.2,1623.04,768.27,92.57,21.71,5.63,10.46,Warning
1371,2026-01-05 18:10:00,-22.89,1934.1,950.33,78.83,21.55,9.19,2.31,Warning
344,2026-01-02 04:35:00,318.54,286.29,186.37,16.67,29.35,8.1,7.79,Normal
399,2026-01-02 09:10:00,379.17,342.23,182.88,23.28,28.81,8.36,8.69,Normal
585,2026-01-03 00:40:00,331.75,434.54,254.94,10.6,27.36,7.96,5.98,Normal
1638,2026-01-06 16:25:00,0.1,17.85,2.78,110.45,20.01,9.21,3.69,Warning
293,2026-01-02 00:20:00,358.88,90.02,37.07,1.57,25.33,7.95,8.45,Normal
807,2026-01-03 19:10:00,142.63,800.93,416.48,48.69,23.42,6.03,4.12,Caution
1798,2026-01-07 05:45:00,681.8,4.38,0.0,295.14,37.38,9.77,14.03,Severe
1118,2026-01-04 21:05:00,421.99,40.6,25.63,27.22,23.64,6.07,9.89,Caution
142,2026-01-01 11:45:00,229.58,257.54,121.22,11.19,28.64,6.69,8.91,Normal
940,2026-01-04 06:15:00,50.24,30.33,9.99,42.62,23.83,6.0,9.67,Caution
3,2026-01-01 00:10:00,307.92,391.14,250.74,9.51,25.32,7.61,8.31,Normal
577,2026-01-03 00:00:00,198.79,169.26,85.37,7.55,29.25,7.75,6.32,Normal
1318,2026-01-05 13:45:00,579.71,1656.63,1014.16,54.04,21.34,5.57,11.89,Warning
340,2026-01-02 04:15:00,346.18,111.5,69.99,10.44,25.84,7.32,7.96,Normal
820,2026-01-03 20:15:00,62.39,24.98,19.49,40.65,30.0,6.31,9.23,Caution
266,2026-01-01 22:05:00,339.16,495.86,268.5,23.28,25.13,6.68,5.81,Normal
377,2026-01-02 07:20:00,228.54,113.58,64.29,7.41,27.37,7.98,7.28,Normal
893,2026-01-04 02:20:00,72.28,890.52,564.31,33.49,24.61,6.1,9.48,Caution
440,2026-01-02 12:35:00,162.18,57.42,37.43,12.36,29.19,6.81,6.94,Normal
272,2026-01-01 22:35:00,392.44,403.12,246.15,24.22,29.12,7.33,6.03,Normal
245,2026-01-01 20:20:00,188.39,382.9,213.47,2.8,27.09,7.73,7.29,Normal
1969,2026-01-07 20:00:00,-167.76,4242.28,2156.02,389.0,35.12,4.64,14.79,Severe
680,2026-01-03 08:35:00,467.04,24.48,5.26,48.24,24.76,8.59,9.3,Caution
933,2026-01-04 05:40:00,76.8,40.94,27.22,29.07,31.57,8.66,4.92,Caution
773,2026-01-03 16:20:00,108.71,42.29,24.54,47.31,30.9,6.03,9.12,Caution
608,2026-01-03 02:35:00,205.48,356.19,188.33,10.3,27.6,7.67,7.22,Normal
416,2026-01-02 10:35:00,223.08,284.35,176.94,9.16,27.62,7.2,8.53,Normal
274,2026-01-01 22:45:00,353.98,80.39,43.99,13.29,25.29,7.94,7.39,Normal
1019,2026-01-04 12:50:00,464.96,42.03,25.41,35.5,30.51,6.48,4.28,Caution
251,2026-01-01 20:50:00,221.65,112.9,58.98,11.59,28.44,6.81,5.19,Normal
414,2026-01-02 10:25:00,326.92,410.61,255.85,15.5,25.06,7.12,6.74,Normal
1248,2026-01-05 07:55:00,134.69,30.9,24.22,42.4,31.68,6.39,9.05,Caution
1491,2026-01-06 04:10:00,638.75,1092.45,700.41,74.17,32.76,9.02,2.52,Warning
311,2026-01-02 01:50:00,250.53,72.92,48.56,23.16,28.04,6.72,8.84,Normal
747,2026-01-03 14:10:00,120.44,919.18,552.02,26.87,24.77,8.62,4.05,Caution
1489,2026-01-06 04:00:00,559.24,1355.21,777.22,92.85,32.99,5.85,2.92,Warning
426,2026-01-02 11:25:00,164.33,432.63,222.29,21.66,28.1,6.96,8.15,Normal
2090,2026-01-08 06:05:00,878.9,6.25,1.95,468.69,15.19,9.75,12.95,Severe
1133,2026-01-04 22:20:00,484.52,503.81,351.24,29.72,23.74,8.6,4.39,Caution
975,2026-01-04 09:10:00,95.69,37.91,20.6,47.23,24.85,6.5,9.66,Caution
1545,2026-01-06 08:40:00,-38.63,14.6,5.66,69.52,32.97,5.51,3.65,Warning
904,2026-01-04 03:15:00,115.16,31.83,25.52,45.34,30.1,8.99,9.93,Caution
1178,2026-01-05 02:05:00,105.01,37.53,23.69,32.27,23.5,6.43,4.59,Caution
711,2026-01-03 11:10:00,404.2,24.74,17.3,46.07,24.57,6.11,9.49,Caution
527,2026-01-02 19:50:00,289.16,165.1,82.29,24.43,28.02,8.25,5.71,Normal
808,2026-01-03 19:15:00,130.84,993.67,624.9,34.26,30.96,6.35,4.82,Caution
1494,2026-01-06 04:25:00,36.5,19.58,24.44,134.75,33.17,5.97,3.8,Warning
183,2026-01-01 15:10:00,313.3,352.78,179.5,11.43,25.91,7.58,6.28,Normal
171,2026-01-01 14:10:00,197.12,204.86,132.35,3.32,26.07,7.54,5.56,Normal
1531,2026-01-06 07:30:00,545.21,1801.07,1019.08,146.43,32.18,5.52,2.63,Warning
818,2026-01-03 20:05:00,400.55,859.07,551.8,31.08,24.06,8.53,4.07,Caution
188,2026-01-01 15:35:00,353.03,277.59,142.52,18.68,26.85,8.42,6.7,Normal
620,2026-01-03 03:35:00,368.2,311.98,160.26,10.89,25.35,7.75,6.27,Normal
1880,2026-01-07 12:35:00,-241.86,1.59,5.67,527.26,35.57,4.6,0.94,Severe
159,2026-01-01 13:10:00,245.18,228.89,111.71,15.03,27.47,7.5,8.88,Normal
1585,2026-01-06 12:00:00,-31.65,13.21,8.37,113.73,33.66,5.66,11.54,Warning
273,2026-01-01 22:40:00,296.04,168.55,81.7,23.31,25.85,7.55,8.27,Normal
615,2026-01-03 03:10:00,212.73,333.96,187.14,4.69,28.15,8.02,8.15,Normal
1766,2026-01-07 03:05:00,599.85,16.84,2.17,77.04,33.45,5.73,10.83,Warning
1129,2026-01-04 22:00:00,412.58,42.62,18.1,46.15,24.78,8.59,4.5,Caution
1510,2026-01-06 05:45:00,15.7,1626.08,1019.45,77.82,20.28,5.57,3.12,Warning
372,2026-01-02 06:55:00,301.56,79.86,33.3,6.79,26.39,7.73,5.4,Normal
223,2026-01-01 18:30:00,360.52,198.59,120.5,17.47,25.77,7.02,5.99,Normal
594,2026-01-03 01:25:00,259.6,172.62,102.3,16.81,29.61,7.51,7.03,Normal
988,2026-01-04 10:15:00,421.25,43.46,23.89,38.75,23.36,8.57,4.28,Caution
1111,2026-01-04 20:30:00,147.5,968.29,575.11,45.17,31.94,6.02,9.23,Caution
1010,2026-01-04 12:05:00,96.24,644.43,339.28,47.52,24.84,8.54,4.4,Caution
519,2026-01-02 19:10:00,309.69,162.0,85.19,1.47,29.3,7.06,6.59,Normal
793,2026-01-03 18:00:00,469.19,28.13,22.0,44.43,24.22,8.55,4.46,Caution
335,2026-01-02 03:50:00,209.7,352.13,187.51,7.12,26.43,7.67,7.96,Normal
905,2026-01-04 03:20:00,79.61,22.1,11.56,29.27,23.88,6.09,4.69,Caution
1712,2026-01-06 22:35:00,606.71,11.27,5.3,82.61,22.16,9.07,11.22,Warning
1203,2026-01-05 04:10:00,93.16,31.6,9.69,49.1,23.44,6.14,4.9,Caution
781,2026-01-03 17:00:00,92.79,954.9,565.66,41.05,24.62,8.63,4.0,Caution
16,2026-01-01 01:15:00,253.95,68.73,37.25,12.86,28.25,7.67,5.34,Normal
1846,2026-01-07 09:45:00,-105.95,1.67,2.05,332.71,34.08,5.13,13.83,Severe
1062,2026-01-04 16:25:00,56.35,612.27,390.33,45.62,23.24,8.57,9.07,Caution
1755,2026-01-07 02:10:00,600.51,13.07,10.93,111.57,33.92,9.23,2.11,Warning
1918,2026-01-07 15:45:00,-235.77,2.64,0.0,292.47,17.15,4.83,0.85,Severe
571,2026-01-02 23:30:00,319.48,405.77,265.39,21.4,27.45,6.66,5.3,Normal
655,2026-01-03 06:30:00,458.35,27.24,19.73,31.56,24.73,8.72,4.76,Caution
1125,2026-01-04 21:40:00,438.89,965.32,627.68,44.76,23.63,6.17,9.05,Caution
1103,2026-01-04 19:50:00,60.32,896.16,543.55,31.64,30.09,6.25,4.94,Caution
466,2026-01-02 14:45:00,348.95,248.55,122.98,6.07,26.28,8.45,7.9,Normal
1000,2026-01-04 11:15:00,435.06,38.32,23.11,32.03,31.5,8.72,4.96,Caution
200,2026-01-01 16:35:00,378.32,113.02,64.57,17.27,29.06,6.85,6.06,Normal
1369,2026-01-05 18:00:00,539.83,1370.81,870.46,145.31,33.43,9.15,2.07,Warning
1273,2026-01-05 10:00:00,467.35,759.21,492.21,29.95,31.41,6.2,9.67,Caution
1289,2026-01-05 11:20:00,82.13,27.21,14.78,26.85,31.55,8.67,9.94,Caution
2000,2026-01-07 22:35:00,-173.96,4786.53,2569.06,468.77,34.71,4.55,14.28,Severe
1482,2026-01-06 03:25:00,601.57,1241.99,803.88,53.92,21.4,9.23,3.15,Warning
1065,2026-01-04 16:40:00,463.31,21.55,17.86,35.94,30.73,6.49,9.69,Caution
592,2026-01-03 01:15:00,367.22,99.86,49.52,5.72,27.22,6.57,7.47,Normal
945,2026-01-04 06:40:00,140.39,44.23,19.46,29.99,30.28,6.31,4.05,Caution
1597,2026-01-06 13:00:00,541.16,14.36,6.39,127.35,32.48,9.38,11.35,Warning
1616,2026-01-06 14:35:00,-25.72,1140.66,666.53,92.94,22.15,9.07,11.59,Warning
1578,2026-01-06 11:25:00,634.05,13.8,0.0,136.43,22.44,5.58,3.57,Warning
1421,2026-01-05 22:20:00,-33.07,1300.21,655.11,147.0,32.17,5.61,2.18,Warning
1177,2026-01-05 02:00:00,496.88,36.77,13.6,29.58,24.88,6.09,4.52,Caution
44,2026-01-01 03:35:00,173.76,327.27,188.24,5.11,26.27,8.39,7.36,Normal
1783,2026-01-07 04:30:00,603.64,13.53,2.44,75.82,32.46,9.06,2.3,Warning
275,2026-01-01 22:50:00,196.49,195.47,112.31,15.1,29.69,6.74,8.58,Normal
1965,2026-01-07 19:40:00,724.11,4537.92,1999.11,396.75,16.74,5.34,1.32,Severe
102,2026-01-01 08:25:00,374.33,446.17,254.91,13.87,27.92,8.49,5.51,Normal
1081,2026-01-04 18:00:00,418.1,830.42,456.51,30.59,24.31,6.06,9.81,Caution
1341,2026-01-05 15:40:00,-29.74,1551.45,756.46,143.86,33.03,5.87,2.21,Warning
1290,2026-01-05 11:25:00,67.87,29.02,10.84,27.71,30.47,6.44,9.45,Caution
108,2026-01-01 08:55:00,292.48,97.08,56.02,22.7,28.66,7.98,8.13,Normal
892,2026-01-04 02:15:00,463.48,42.06,25.89,31.08,24.0,6.12,9.18,Caution
498,2026-01-02 17:25:00,153.53,92.86,42.85,11.88,26.62,6.66,5.95,Normal
2143,2026-01-08 10:30:00,722.59,2.01,0.0,479.04,16.71,4.95,14.07,Severe
1464,2026-01-06 01:55:00,603.91,1669.47,1073.22,101.61,22.89,5.65,10.18,Warning
1785,2026-01-07 04:40:00,1.43,1304.27,790.32,65.7,20.32,9.49,3.29,Warning
1848,2026-01-07 09:55:00,869.88,4449.94,2439.22,153.99,18.2,4.79,12.33,Severe
1657,2026-01-06 18:00:00,-17.08,1191.32,744.49,149.24,32.86,9.3,3.86,Warning
1667,2026-01-06 18:50:00,6.97,15.68,7.55,72.54,20.85,5.51,3.53,Warning
1476,2026-01-06 02:55:00,633.95,1769.07,1032.05,84.26,22.56,9.38,2.65,Warning
1912,2026-01-07 15:15:00,-233.08,4605.06,2181.59,297.86,15.16,9.79,15.86,Severe
799,2026-01-03 18:30:00,83.81,35.05,15.39,29.81,31.58,6.21,9.29,Caution
1754,2026-01-07 02:05:00,558.85,15.73,4.17,55.86,32.22,5.94,3.75,Warning
713,2026-01-03 11:20:00,113.54,28.77,31.17,28.34,24.6,8.57,9.88,Caution
73,2026-01-01 06:00:00,249.64,462.8,233.02,16.14,27.66,7.5,5.42,Normal
977,2026-01-04 09:20:00,75.65,44.76,22.48,37.65,30.49,8.93,9.78,Caution
1379,2026-01-05 18:50:00,542.54,1556.59,816.29,142.42,33.87,9.08,3.68,Warning
1327,2026-01-05 14:30:00,523.09,11.82,0.0,68.98,20.7,9.27,2.38,Warning
819,2026-01-03 20:10:00,433.73,550.23,313.4,38.05,24.11,8.51,9.98,Caution
482,2026-01-02 16:05:00,290.95,165.82,80.85,15.88,29.75,7.19,6.3,Normal
1581,2026-01-06 11:40:00,514.04,1659.35,987.67,147.99,33.02,5.55,3.78,Warning
507,2026-01-02 18:10:00,377.52,131.45,79.89,10.43,26.41,8.08,7.78,Normal
1993,2026-01-07 22:00:00,-166.47,2120.08,1255.41,552.24,37.12,10.14,15.41,Severe
1001,2026-01-04 11:20:00,143.36,558.59,334.03,26.72,30.44,8.98,9.44,Caution
1209,2026-01-05 04:40:00,68.18,43.43,29.19,48.25,24.58,6.04,9.28,Caution
2148,2026-01-08 10:55:00,871.18,3.7,6.9,348.44,37.7,10.25,15.48,Severe
2067,2026-01-08 04:10:00,-98.64,7.87,6.2,165.87,16.85,5.37,1.12,Severe
1659,2026-01-06 18:10:00,571.86,1395.08,636.57,141.54,33.94,5.7,10.19,Warning
1810,2026-01-07 06:45:00,794.53,3982.44,2435.99,193.68,35.08,5.45,1.88,Severe
312,2026-01-02 01:55:00,274.65,65.25,45.86,17.39,26.06,7.6,8.28,Normal
1054,2026-01-04 15:45:00,410.8,49.31,29.8,30.3,23.16,8.94,9.16,Caution
406,2026-01-02 09:45:00,291.33,69.34,37.24,2.9,25.51,8.11,6.23,Normal
1942,2026-01-07 17:45:00,-70.4,4860.74,2619.81,195.12,16.51,9.92,1.17,Severe
1484,2026-01-06 03:35:00,-12.06,1557.77,920.99,87.04,22.1,9.18,10.5,Warning
1453,2026-01-06 01:00:00,-33.98,1243.26,759.56,56.12,32.44,9.06,10.66,Warning
1572,2026-01-06 10:55:00,568.54,1323.28,703.29,122.65,21.29,9.24,11.52,Warning
310,2026-01-02 01:45:00,234.58,417.08,244.13,10.2,26.17,7.51,5.42,Normal
227,2026-01-01 18:50:00,304.93,467.59,249.37,12.8,27.36,8.02,7.0,Normal
744,2026-01-03 13:55:00,481.85,26.77,16.34,33.8,23.87,8.66,4.91,Caution
1934,2026-01-07 17:05:00,-189.92,3280.49,1607.7,387.17,17.63,4.76,0.53,Severe
927,2026-01-04 05:10:00,105.3,26.67,14.25,34.53,30.48,6.11,4.39,Caution
1404,2026-01-05 20:55:00,-33.6,1183.47,589.26,109.6,22.88,9.18,2.93,Warning
1857,2026-01-07 10:40:00,-51.9,7.03,13.03,572.35,37.01,10.47,13.75,Severe
1053,2026-01-04 15:40:00,464.31,48.69,31.29,47.62,24.28,9.0,9.25,Caution
1101,2026-01-04 19:40:00,85.59,654.67,348.9,29.13,23.69,8.65,9.14,Caution
149,2026-01-01 12:20:00,248.23,443.79,264.59,24.41,28.27,6.77,6.79,Normal
811,2026-01-03 19:30:00,406.78,854.11,513.43,37.35,31.41,6.32,4.56,Caution
931,2026-01-04 05:30:00,459.31,685.31,356.34,34.94,23.04,6.1,4.26,Caution
292,2026-01-02 00:15:00,167.28,126.64,73.29,2.66,26.85,8.24,7.27,Normal
693,2026-01-03 09:40:00,474.95,23.72,10.86,47.52,30.21,6.27,4.86,Caution
705,2026-01-03 10:40:00,472.09,30.99,27.26,28.96,23.82,6.18,9.85,Caution
1045,2026-01-04 15:00:00,452.52,854.8,468.6,40.26,31.34,8.89,4.66,Caution
1059,2026-01-04 16:10:00,414.77,557.52,257.81,40.73,31.35,6.14,9.53,Caution
576,2026-01-02 23:55:00,203.84,472.37,281.13,16.33,27.23,7.6,7.05,Normal
558,2026-01-02 22:25:00,284.08,157.03,93.56,20.88,27.48,6.58,7.62,Normal
1260,2026-01-05 08:55:00,116.95,33.25,20.43,40.95,31.4,8.86,9.89,Caution
702,2026-01-03 10:25:00,469.07,566.23,342.3,27.85,31.62,8.94,9.46,Caution
908,2026-01-04 03:35:00,119.11,41.3,24.85,29.02,24.88,8.63,4.14,Caution
1315,2026-01-05 13:30:00,578.42,1528.25,714.42,91.77,22.47,9.26,3.12,Warning
1335,2026-01-05 15:10:00,534.17,1796.23,1038.89,63.3,33.41,5.85,11.75,Warning
1809,2026-01-07 06:40:00,736.69,6.11,2.38,306.89,18.51,10.12,13.64,Severe
749,2026-01-03 14:20:00,106.07,984.28,646.78,33.36,30.78,6.13,4.84,Caution
1321,2026-01-05 14:00:00,552.63,14.99,5.55,68.83,32.64,9.19,3.31,Warning
809,2026-01-03 19:20:00,465.35,37.84,26.49,43.78,31.5,8.87,9.35,Caution
168,2026-01-01 13:55:00,395.54,323.25,167.13,11.2,27.41,8.12,7.26,Normal
731,2026-01-03 12:50:00,437.45,36.13,12.71,40.96,24.23,8.56,4.97,Caution
1174,2026-01-05 01:45:00,421.46,911.65,442.32,40.89,31.8,8.74,9.19,Caution
287,2026-01-01 23:50:00,332.37,476.99,236.92,19.16,25.22,7.96,5.02,Normal
1826,2026-01-07 08:05:00,873.11,9.62,2.44,506.24,37.88,5.31,14.84,Severe
2145,2026-01-08 10:40:00,866.23,4.36,9.22,439.48,37.17,4.98,14.98,Severe
629,2026-01-03 04:20:00,399.72,153.34,81.36,20.94,26.99,7.13,5.98,Normal
599,2026-01-03 01:50:00,353.69,378.36,223.64,10.81,25.23,6.92,6.85,Normal
1117,2026-01-04 21:00:00,453.92,48.6,31.08,47.66,23.29,6.37,4.38,Caution
378,2026-01-02 07:25:00,213.47,153.55,100.94,24.65,28.95,7.26,5.26,Normal
2074,2026-01-08 04:45:00,898.82,8.77,2.23,386.69,16.23,10.15,14.46,Severe
1344,2026-01-05 15:55:00,-12.32,1628.56,1048.84,100.57,20.24,9.42,2.78,Warning
1808,2026-01-07 06:35:00,773.83,3282.94,2098.01,215.63,35.32,4.67,0.92,Severe
1190,2026-01-05 03:05:00,425.79,43.66,22.2,43.12,24.84,8.59,9.9,Caution
1396,2026-01-05 20:15:00,617.26,13.82,4.55,53.51,33.07,9.38,2.12,Warning
1035,2026-01-04 14:10:00,143.4,22.84,4.11,44.7,30.32,8.54,9.1,Caution
42,2026-01-01 03:25:00,365.18,109.45,60.44,15.75,26.01,7.97,7.78,Normal
830,2026-01-03 21:05:00,121.14,24.69,16.13,35.55,24.35,8.71,4.14,Caution
1367,2026-01-05 17:50:00,574.31,1193.59,767.48,113.17,32.54,9.39,2.3,Warning
998,2026-01-04 11:05:00,94.29,617.31,354.46,34.21,23.48,6.17,9.41,Caution
1868,2026-01-07 11:35:00,-106.99,9.62,0.0,312.28,17.58,10.23,1.89,Severe
1506,2026-01-06 05:25:00,562.07,18.42,14.55,104.07,22.85,9.01,10.0,Warning
610,2026-01-03 02:45:00,260.53,170.92,86.82,17.61,26.13,8.5,6.12,Normal
1195,2026-01-05 03:30:00,65.1,855.73,351.88,30.54,24.16,8.77,4.27,Caution
2057,2026-01-08 03:20:00,874.71,4002.37,2525.87,592.91,34.31,10.32,0.56,Severe
1669,2026-01-06 19:00:00,604.32,14.55,1.15,103.64,32.11,5.62,2.6,Warning
2110,2026-01-08 07:45:00,707.76,5.48,14.4,571.31,16.45,10.12,13.11,Severe
1162,2026-01-05 00:45:00,146.9,46.78,26.63,38.69,31.27,6.15,9.64,Caution
494,2026-01-02 17:05:00,323.7,173.23,83.09,9.28,26.58,7.29,5.52,Normal
1504,2026-01-06 05:15:00,-5.43,19.45,10.44,108.55,33.59,9.46,2.4,Warning
278,2026-01-01 23:05:00,166.79,67.44,36.09,16.69,26.27,8.3,7.82,Normal
758,2026-01-03 15:05:00,470.57,46.16,31.52,41.46,24.75,8.6,4.29,Caution
2075,2026-01-08 04:50:00,-142.55,3272.16,2154.29,366.94,18.63,10.13,12.8,Severe
359,2026-01-02 05:50:00,150.25,122.84,72.55,3.25,27.01,7.05,7.12,Normal
2043,2026-01-08 02:10:00,-182.74,4.88,11.82,258.3,36.48,10.49,15.84,Severe
237,2026-01-01 19:40:00,163.73,311.78,195.68,1.52,26.38,7.81,5.26,Normal
552,2026-01-02 21:55:00,209.22,63.42,42.82,8.4,25.93,7.26,5.55,Normal
521,2026-01-02 19:20:00,331.44,107.32,56.48,17.79,28.27,8.47,8.6,Normal
2066,2026-01-08 04:05:00,-80.88,4181.78,1975.26,523.21,35.91,9.55,13.6,Severe
209,2026-01-01 17:20:00,339.99,107.73,59.87,19.74,26.53,8.23,7.48,Normal
1583,2026-01-06 11:50:00,621.83,14.54,6.33,52.06,33.01,9.09,3.66,Warning
721,2026-01-03 12:00:00,410.82,48.9,27.49,47.7,23.76,8.52,9.48,Caution
1074,2026-01-04 17:25:00,142.41,894.88,554.87,40.32,23.61,6.49,4.13,Caution
1780,2026-01-07 04:15:00,527.06,1874.44,1008.86,54.98,21.98,5.63,10.38,Warning
1591,2026-01-06 12:30:00,647.13,12.14,9.77,109.95,32.62,5.98,2.07,Warning
59,2026-01-01 04:50:00,268.54,103.65,57.79,4.22,27.54,6.8,6.62,Normal
632,2026-01-03 04:35:00,275.79,182.45,98.23,9.25,26.79,7.75,6.1,Normal
1805,2026-01-07 06:20:00,-192.38,3.22,0.0,296.41,18.82,5.35,0.87,Severe
1205,2026-01-05 04:20:00,486.71,36.58,18.88,30.93,32.0,8.66,4.59,Caution
593,2026-01-03 01:20:00,253.78,495.25,315.0,2.57,29.62,7.47,7.18,Normal
2076,2026-01-08 04:55:00,-210.25,9.4,2.96,504.39,34.49,4.67,1.63,Severe
364,2026-01-02 06:15:00,327.22,499.73,237.58,1.18,29.27,6.99,5.14,Normal
506,2026-01-02 18:05:00,391.7,366.65,196.51,4.88,26.98,8.41,8.2,Normal
986,2026-01-04 10:05:00,145.83,27.57,4.65,43.17,23.47,8.9,9.6,Caution
1279,2026-01-05 10:30:00,67.18,519.35,304.63,40.22,31.16,8.68,9.78,Caution
1825,2026-01-07 08:00:00,-66.3,4819.52,2189.42,241.94,36.42,4.75,1.5,Severe
734,2026-01-03 13:05:00,400.54,36.04,17.49,27.92,23.13,6.34,4.32,Caution
1381,2026-01-05 19:00:00,-15.2,14.46,7.81,110.78,32.65,5.64,3.53,Warning
2070,2026-01-08 04:25:00,-108.85,3209.11,1731.05,180.95,36.64,9.84,14.33,Severe
2151,2026-01-08 11:10:00,-94.38,3618.43,1811.65,219.1,37.5,9.91,1.66,Severe
1242,2026-01-05 07:25:00,484.56,811.9,370.47,40.6,23.31,8.53,4.86,Caution
1044,2026-01-04 14:55:00,105.29,605.59,366.31,43.53,23.03,6.41,4.63,Caution
119,2026-01-01 09:50:00,212.1,160.16,102.78,4.87,26.7,8.25,7.12,Normal
1568,2026-01-06 10:35:00,538.83,1407.08,730.6,111.37,32.21,9.32,10.84,Warning
707,2026-01-03 10:50:00,106.74,46.68,7.39,48.53,23.75,8.6,9.27,Caution
2101,2026-01-08 07:00:00,882.1,3381.02,1820.47,241.87,19.8,4.65,14.74,Severe
746,2026-01-03 14:05:00,85.7,47.38,39.72,47.99,24.67,8.81,4.2,Caution
523,2026-01-02 19:30:00,179.37,448.07,207.66,5.2,26.4,8.17,7.08,Normal
1348,2026-01-05 16:15:00,-13.41,1632.22,1052.9,124.73,33.28,9.25,11.74,Warning
1048,2026-01-04 15:15:00,477.19,36.67,23.07,31.99,23.41,8.92,4.59,Caution
514,2026-01-02 18:45:00,399.13,118.65,61.15,13.45,29.44,8.1,6.54,Normal
82,2026-01-01 06:45:00,237.01,434.01,243.85,8.17,26.19,7.84,8.41,Normal
1790,2026-01-07 05:05:00,-86.07,2954.54,1441.03,186.89,18.03,9.51,0.67,Severe
942,2026-01-04 06:25:00,442.86,21.1,5.79,38.6,31.84,8.6,9.87,Caution
1422,2026-01-05 22:25:00,576.7,10.36,5.57,117.74,22.02,5.7,3.27,Warning
381,2026-01-02 07:40:00,203.89,171.45,100.44,15.35,28.09,7.49,5.61,Normal
1179,2026-01-05 02:10:00,60.14,872.14,469.08,43.17,31.17,8.69,9.7,Caution
1923,2026-01-07 16:10:00,-71.35,2.7,0.0,450.53,36.43,9.79,1.0,Severe
85,2026-01-01 07:00:00,241.34,80.23,32.04,5.85,27.48,8.33,5.54,Normal
1909,2026-01-07 15:00:00,740.53,7.41,5.47,202.96,36.57,4.59,14.22,Severe
673,2026-01-03 08:00:00,138.38,46.42,34.33,28.58,30.0,8.51,4.37,Caution
775,2026-01-03 16:30:00,487.54,726.25,329.04,33.82,23.76,8.58,4.14,Caution
330,2026-01-02 03:25:00,332.35,409.44,271.23,16.95,26.46,8.23,8.53,Normal
